"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez"
"ENSG00000166439",817.721933572005,-0.329510727703727,0.106069972194512,-3.10654109628187,0.00189289995586217,0.0119587387471047,"RNF169","254225"
"ENSG00000165156",1178.01124565175,-0.327067403798245,0.105284528647154,-3.10650964582237,0.00189310132255327,0.0119587387471047,"ZHX1","11244"
"ENSG00000135090",1354.84879676763,0.328313747690956,0.105707165978745,3.10587976369523,0.00189713839069281,0.0119797625283733,"TAOK3","51347"
"ENSG00000162032",574.905819662322,0.484154304740659,0.15590128847682,3.10551830245228,0.00189945865307834,0.0119899336270892,"SPSB3","90864"
"ENSG00000160218",823.997555954937,0.412138240231831,0.132742132792931,3.10480351309964,0.00190405464493125,0.0120144568297417,"TRAPPC10","7109"
"ENSG00000010322",2525.52933036475,-0.251543601539431,0.0810224341575621,-3.10461669233809,0.00190525755768659,0.012017559615449,"NISCH","11188"
"ENSG00000173545",520.712150794266,0.361181561561638,0.116379579399899,3.103478835583,0.00191259914140805,0.0120593657804154,"ZNF622","90441"
"ENSG00000158769",81.6381736540499,0.947165295693404,0.305509371263262,3.10028229830376,0.00193336279832461,0.0121841303426234,"F11R","50848"
"ENSG00000163710",885.425955629116,-0.422161254692682,0.136171784344791,-3.10021093374056,0.00193382871220948,0.0121841303426234,"PCOLCE2","26577"
"ENSG00000162520",1433.39782004052,-0.371623377570417,0.119912576390918,-3.09911928135808,0.00194096858500088,0.0122245572677394,"SYNC","81493"
"ENSG00000163565",4227.49648992941,-0.396770944766394,0.128055631781726,-3.09842635771537,0.00194551315055467,0.0122486144627693,"IFI16","3428"
"ENSG00000187243",1041.5046990876,-0.293829413309849,0.0948390526176659,-3.09819009363572,0.00194706492937311,0.012253818687727,"MAGED4B","81557"
"ENSG00000162636",710.593796845727,-0.432099667669967,0.139484848805217,-3.09782511413387,0.00194946434286928,0.0122643516253928,"FAM102B","284611"
"ENSG00000033050",888.091241852924,0.375310327747232,0.12118433550852,3.09702014020489,0.00195476592506913,0.0122931278756301,"ABCF2","10061"
"ENSG00000138071",5208.03131541372,0.303745649142724,0.098139696321042,3.09503351374848,0.00196790659812458,0.0123711628330019,"ACTR2","10097"
"ENSG00000111670",3205.71662841283,-0.300194296321716,0.0970237430187054,-3.09402922399975,0.00197458035308607,0.0124085008577346,"GNPTAB","79158"
"ENSG00000114770",1122.13783831355,0.3952934415482,0.127775237686981,3.09366234572442,0.00197702352691434,0.0124192355233451,"ABCC5","10057"
"ENSG00000173821",6163.91152010184,0.220337937962669,0.0712323971045672,3.093226494108,0.00197992962518706,0.0124328691216689,"RNF213","57674"
"ENSG00000147649",3442.21431872254,0.324187676148367,0.10481077963635,3.09307570531548,0.00198093594197965,0.0124345674396628,"MTDH","92140"
"ENSG00000101367",1787.79478107052,0.287136026877139,0.0928988425870366,3.09084611692683,0.00199587040580981,0.0125236606451445,"MAPRE1","22919"
"ENSG00000164509",46.6227239517743,-1.1409709953282,0.369235656377189,-3.09008887853087,0.00200096608162278,0.0125509743308321,"IL31RA","133396"
"ENSG00000237187",519.588011798142,-0.394157234238332,0.127604942765421,-3.08888688554111,0.00200907916311542,0.0125971872721055,"NR2F1-AS1","441094"
"ENSG00000100075",1081.18772603416,0.301255110094052,0.0975765747532112,3.08737123490941,0.00201935236764802,0.0126569051589452,"SLC25A1","6576"
"ENSG00000184185",43.2400949046635,1.06104073067552,0.343707728122846,3.08704356596919,0.00202157966230102,0.0126661672723629,"KCNJ12","3768"
"ENSG00000111203",297.739497351025,-0.445374596843534,0.144339904675015,-3.0855957529299,0.00203144802862024,0.012720025177245,"ITFG2","55846"
"ENSG00000092094",299.197377219106,-0.43744664796071,0.141772131101046,-3.08556163022566,0.00203168114293907,0.012720025177245,"OSGEP","55644"
"ENSG00000164684",252.03271766235,0.608005780183984,0.197064140286437,3.08531922297093,0.00203333789076161,0.0127256828437369,"ZNF704","619279"
"ENSG00000123636",702.54093884037,-0.375342462926005,0.121675442277848,-3.08478404433415,0.00203699999367724,0.0127427917681824,"BAZ2B","29994"
"ENSG00000156050",194.93836474851,-0.52623657446444,0.170595739597899,-3.08469939345966,0.00203757979391815,0.0127427917681824,"FAM161B","145483"
"ENSG00000149256",674.811542808715,-1.65879198169516,0.537786477601106,-3.08448064572859,0.00203907876664208,0.0127474483902027,"TENM4","26011"
"ENSG00000145337",894.384807511595,0.359933076147374,0.116701015873971,3.08423258745301,0.00204077981458939,0.0127503522723103,"PYURF","100996939"
"ENSG00000174791",234.531601365183,-0.550459230774482,0.178477564737632,-3.08419285966656,0.0020410523669428,0.0127503522723103,"RIN1","9610"
"ENSG00000164051",287.863504151163,0.487694982109341,0.158137952620695,3.08398442010383,0.00204248291328051,0.012754573639547,"CCDC51","79714"
"ENSG00000156140",244.985266155853,0.692048987197284,0.224422779968383,3.08368422891286,0.00204454477883859,0.0127627327937992,"ADAMTS3","9508"
"ENSG00000149091",1053.33680934225,-0.348502902457102,0.113040920915195,-3.08298003621674,0.00204938902837095,0.0127882480802852,"DGKZ","8525"
"ENSG00000146433",1603.05987668943,0.279556002459554,0.0906874281771484,3.08263237891663,0.00205178449694433,0.0127968249748289,"TMEM181","57583"
"ENSG00000148153",394.170937231193,-0.456221344946537,0.148000761953689,-3.08256078498633,0.00205227812059334,0.0127968249748289,"INIP","58493"
"ENSG00000154803",1478.3208818673,-0.318464491839769,0.103339514581783,-3.08173009258463,0.00205801352469671,0.0128278541277481,"FLCN","201163"
"ENSG00000129235",366.150132363082,0.404202641104755,0.131234229935188,3.08000924228669,0.00206994171519715,0.0128974465720507,"TXNDC17","84817"
"ENSG00000058063",1684.35373607436,0.278754491539023,0.090512203205208,3.07974484840497,0.00207177998964646,0.0129021036886488,"ATP11B","23200"
"ENSG00000168264",1389.94385866038,-0.326928897611587,0.106160484058028,-3.07957240881537,0.00207297973219797,0.0129021036886488,"IRF2BP2","359948"
"ENSG00000171148",1808.73518495151,0.257727258368917,0.0837243711476331,3.07828240255709,0.00208197514356591,0.0129533195787838,"TADA3","10474"
"ENSG00000188878",176.804755189047,-0.666541716525761,0.216541423337424,-3.07812568261882,0.00208307041144506,0.012955363935443,"FBF1","85302"
"ENSG00000109184",1167.79642458222,0.317829240384276,0.103267512035444,3.07772729409023,0.00208585700722741,0.0129679218940871,"DCUN1D4","23142"
"ENSG00000137547",358.610803567562,0.426317396561603,0.138547795777814,3.0770420717864,0.00209065790956108,0.0129889581231775,"MRPL15","29088"
"ENSG00000168924",654.206659714812,0.346235027312426,0.112522658220781,3.07702495468137,0.00209077796751348,0.0129889581231775,"LETM1","3954"
"ENSG00000173641",607.307055570327,0.592014624017434,0.192475644733176,3.07578979583691,0.00209945797920763,0.0130380892806507,"HSPB7","27129"
"ENSG00000122566",7897.78079819056,0.227522196126579,0.0739774934409477,3.07555968097511,0.00210107874654345,0.0130433610062789,"HNRNPA2B1","3181"
"ENSG00000130202",1191.35704465239,0.316729952374089,0.10302912166659,3.07417890447568,0.00211082809088746,0.0130990720087464,"NECTIN2","5819"
"ENSG00000119392",644.735462796872,0.359992013679795,0.11713069088887,3.07342175605661,0.00211619173657994,0.0131275359635565,"GLE1","2733"
"ENSG00000255508",192.236419725284,-0.758833935597996,0.246951471942717,-3.07280588217759,0.00212056380713837,0.0131498301699171,"TUT1","64852"
"ENSG00000198768",99.276565841462,-0.762769534771338,0.248264612355487,-3.07240539654173,0.00212341128572601,0.0131626573390309,"APCDD1L","164284"
"ENSG00000198727",57429.7066224116,0.321729508705821,0.104730676037941,3.07197013212506,0.00212651001955295,0.0131770320170172,"CYTB","4519"
"ENSG00000180628",957.234685663372,0.438378115858811,0.142816249076473,3.06952548252458,0.00214399114542421,0.0132804847417076,"PCGF5","84333"
"ENSG00000077157",1867.29416357828,0.989240980006552,0.322372267805634,3.06862927987028,0.00215043262014172,0.0133155039996903,"PPP1R12B","4660"
"ENSG00000104361",1250.55909065588,-0.353361664101341,0.115163890839412,-3.06833731932589,0.00215253492116127,0.0133236392299572,"NIPAL2","79815"
"ENSG00000173402",2854.47451167745,0.338048633878541,0.110185458367782,3.06799680181197,0.00215498924350576,0.0133339466264227,"DAG1","1605"
"ENSG00000141699",1086.55560887833,0.323379382897095,0.105424884560594,3.06739138719407,0.00215935918136532,0.0133560949658533,"RETREG3","162427"
"ENSG00000145734",933.861146574048,0.311787090050913,0.101671275389853,3.06661924772147,0.00216494434228664,0.0133857407595901,"BDP1","55814"
"ENSG00000147408",764.304820459715,0.57067863162178,0.186157699027598,3.06556556404996,0.00217258738112201,0.0134231742472394,"CSGALNACT1","55790"
"ENSG00000166435",284.71397565233,-0.499593909723194,0.162976429617676,-3.06543658426672,0.00217352465092789,0.0134240568535744,"XRRA1","143570"
"ENSG00000115641",4520.62592106272,0.305557584338157,0.0996842560778186,3.06525419720866,0.0021748506531907,0.0134273388153513,"FHL2","2274"
"ENSG00000159388",914.301287289926,-0.409615436435533,0.13369139579185,-3.06388779928127,0.00218480834107697,0.0134838901926657,"BTG2","7832"
"ENSG00000101236",2603.29077213561,0.46086733662617,0.150494377537078,3.06235584457382,0.00219602221331582,0.0135481501864223,"RNF24","11237"
"ENSG00000123572",106.966463991575,1.16590057366687,0.380741522656634,3.06218393395016,0.0021972838816655,0.0135509865081692,"NRK","203447"
"ENSG00000048342",830.232162456155,-0.413468961129337,0.135069210874393,-3.06116366900108,0.00220478538469036,0.0135922887378686,"CC2D2A","57545"
"ENSG00000197635",1871.30653968649,-0.351692010571127,0.114922034799719,-3.06026612898076,0.0022114039510998,0.0136281196082,"DPP4","1803"
"ENSG00000065308",9985.05294650627,0.229482369969482,0.0750066076831608,3.05949538391138,0.00221710204321449,0.0136582538557195,"TRAM2","9697"
"ENSG00000144036",1486.00233242016,-0.302971519778988,0.0990553974530906,-3.05860687624282,0.00222368744463074,0.0136938303350475,"EXOC6B","23233"
"ENSG00000166037",815.471501316162,-0.350801761894926,0.114881029578529,-3.05360913966329,0.00226106459830515,0.0139087985373718,"CEP57","9702"
"ENSG00000218336",161.087942506575,-0.672072379119437,0.220144970307785,-3.05286274848711,0.00226669586159877,0.0139383648723785,"TENM3","55714"
"ENSG00000144959",270.713430336536,0.510017238384165,0.167104109660423,3.05209273081665,0.00227251884149596,0.0139690881715528,"NCEH1","57552"
"ENSG00000104388",2810.33096929773,0.290465406741869,0.0952007144001665,3.05108431771769,0.00228016532541617,0.0140109940614118,"RAB2A","5862"
"ENSG00000169418",85.987868474609,0.812372806403687,0.266319620847254,3.05036783928743,0.00228561247339195,0.0140393600782905,"NPR1","4881"
"ENSG00000269893",885.608148962725,-0.379504142964453,0.124456200101626,-3.04929881078295,0.00229376210693907,0.014084299448785,"SNHG8","100093630"
"ENSG00000135414",675.71698579895,-0.351740715242367,0.115367155395776,-3.04888088846164,0.0022969553270067,0.0140987835509478,"GDF11","10220"
"ENSG00000091831",34.821109900691,-1.28962000279206,0.423286209149722,-3.04668561109655,0.00231379575835065,0.0141969937271639,"ESR1","2099"
"ENSG00000120549",50.0961283288922,-1.20731269831877,0.396713249770373,-3.04328806516442,0.00234008208406224,0.0143478617766632,"KIAA1217","56243"
"ENSG00000167615",3646.54936210393,0.295202158934339,0.0970406968168909,3.04204492153808,0.00234976824459171,0.014402025316326,"LENG8","114823"
"ENSG00000198909",1493.1031123951,0.482721475110186,0.158706057532095,3.04160712336117,0.00235318815364703,0.0144177568601623,"MAP3K3","4215"
"ENSG00000087338",318.732514449802,0.45110086612093,0.148420744397447,3.03933838866185,0.00237098374374619,0.0145162620658779,"GMCL1","64395"
"ENSG00000013561",943.441746072505,0.324499895351169,0.106778515433182,3.03899987778187,0.00237364950698484,0.0145273195831329,"RNF14","9604"
"ENSG00000176387",17.0698073185175,-2.31891617470106,0.763343522701923,-3.03784090090009,0.00238279720965396,0.0145780257960654,"HSD11B2","3291"
"ENSG00000105426",3292.49587203431,0.47622400031465,0.156777851527817,3.03757192533127,0.00238492481926089,0.0145851140323034,"PTPRS","5802"
"ENSG00000151229",407.541106435668,0.421614817645022,0.138804317502008,3.03747624881281,0.00238568204434173,0.0145851140323034,"SLC2A13","114134"
"ENSG00000134575",548.258562790145,0.368257179475592,0.121245678153907,3.03728087534909,0.00238722899754508,0.0145892931647438,"ACP2","53"
"ENSG00000087076",245.644569993897,-0.566581936498462,0.186565498945555,-3.03690628599989,0.00239019753782482,0.0146021540109052,"HSD17B14","51171"
"ENSG00000081189",132.54692882496,-0.720022131402601,0.237287942516256,-3.03438145135957,0.00241029462386207,0.0147179955939957,"MEF2C","4208"
"ENSG00000141448",153.633323136892,-0.660731582213294,0.217753808094873,-3.03430552142362,0.00241090139686235,0.0147179955939957,"GATA6","2627"
"ENSG00000075391",934.712949205717,0.418918319539562,0.138101352581462,3.03341214049627,0.00241805111030107,0.0147563119038886,"RASAL2","9462"
"ENSG00000134590",4209.82573114065,0.223411719288183,0.0736584637651367,3.03307600876039,0.00242074618799272,0.0147674256623469,"RTL8C","8933"
"ENSG00000115760",3128.79224201997,0.304820637339597,0.100533212295414,3.03203916775175,0.00242907682670481,0.0148128979493533,"BIRC6","57448"
"ENSG00000133106",212.363464509718,0.669154281280946,0.22071410905452,3.03176939683386,0.00243124863476975,0.0148207934452883,"EPSTI1","94240"
"ENSG00000104823",1420.72531621027,0.333149469663093,0.109891672863304,3.0316170550748,0.00243247585686857,0.0148229271652957,"ECH1","1891"
"ENSG00000104976",313.72733468961,0.450593518910008,0.14864619890464,3.03131544721889,0.00243490719686859,0.0148323943088268,"SNAPC2","6618"
"ENSG00000198805",116.928601219565,0.709388901540002,0.234070686848447,3.03066099856966,0.00244019052968628,0.0148592214668968,"PNP","4860"
"ENSG00000132326",109.139346072501,-0.940692197792303,0.310600358697066,-3.02862560023563,0.0024566893291521,0.0149489147583767,"PER2","8864"
"ENSG00000189241",1834.16840055089,-0.267889363081592,0.088461665706627,-3.02831018319299,0.00245925519376718,0.0149591412038437,"TSPYL1","7259"
"ENSG00000136068",2065.68539564318,0.457344963028569,0.15103145371888,3.02814381883551,0.00246060952744067,0.0149619934489717,"FLNB","2317"
"ENSG00000134574",1138.50560925077,-0.343459848926114,0.11343159995213,-3.02790271027702,0.00246257354765838,0.0149685495713422,"DDB2","1643"
"ENSG00000100243",13430.123482275,0.264309784975164,0.0873159422775907,3.02705070896312,0.00246952526931764,0.0150054074077416,"CYB5R3","1727"
"ENSG00000198933",453.547733688385,0.371008461022598,0.122681908089645,3.02414974465099,0.0024933299355713,0.0151446043318777,"TBKBP1","9755"
"ENSG00000164440",210.454457253294,-0.842974468198253,0.278759140072788,-3.02402449648159,0.00249436240591289,0.0151454315253741,"TXLNB","167838"
"ENSG00000241878",522.295919491172,0.482341430372152,0.159672767407529,3.02081211595138,0.00252097736623446,0.0152960414846068,"PISD","23761"
"ENSG00000127314",3465.94147563238,0.325108840530666,0.107632783091919,3.02053734179689,0.00252326592044241,0.015304431989819,"RAP1B","5908"
"ENSG00000162618",186.194155477826,-0.546705954550046,0.181140374600291,-3.01813417222097,0.0025433627123418,0.0154114002329738,"ADGRL4","64123"
"ENSG00000187051",655.679581893143,0.336253133429625,0.111412140283613,3.0181013718402,0.00254363801927825,0.0154114002329738,"RPS19BP1","91582"
"ENSG00000077312",413.733307599109,-0.375377226107413,0.124392425339326,-3.01768556311555,0.00254713043462495,0.0154270287040474,"SNRPA","6626"
"ENSG00000111335",78.6534741477831,-0.973748751923994,0.322779381684462,-3.01676255417051,0.00255489854819181,0.0154635334508638,"OAS2","4939"
"ENSG00000119326",1623.13401129096,0.324591157399391,0.107596236755818,3.01675195328651,0.00255498789175119,0.0154635334508638,"CTNNAL1","8727"
"ENSG00000151376",377.141097329631,-0.418279055280814,0.138671740722584,-3.01632512220057,0.00255858757079032,0.0154797754282903,"ME3","10873"
"ENSG00000100714",1037.64771864182,0.386530624850782,0.12816203297447,3.01595266460683,0.00256173247984101,0.0154892712030207,"MTHFD1","4522"
"ENSG00000249242",38.3728695446081,1.34757609232766,0.446820583765401,3.01592214255552,0.00256199035462439,0.0154892712030207,"TMEM150C","441027"
"ENSG00000147044",951.101639276569,-0.388407986196305,0.128860533620784,-3.01417334914449,0.00257680527154391,0.0155732673385368,"CASK","8573"
"ENSG00000090238",974.610908718382,0.416152227132048,0.138070753122107,3.01405053367103,0.0025778486419705,0.0155740029860628,"YPEL3","83719"
"ENSG00000277972",311.552072546907,0.416819410434884,0.138393987266537,3.01183179029388,0.00259676447598263,0.0156770725670434,"CISD3","284106"
"ENSG00000198826",546.044287624705,-0.472146554325625,0.156845738194581,-3.01026065330437,0.00261023581826844,0.0157527731632501,"ARHGAP11A","9824"
"ENSG00000103145",904.71633024154,-0.336175128658865,0.11169764699967,-3.00968854482548,0.00261515707452979,0.0157768383596588,"HCFC1R1","54985"
"ENSG00000248869",33.8212479089139,-1.34226600145496,0.446517713306144,-3.00607559668001,0.00264643195164864,0.0159598169589431,"LINC02511","105377441"
"ENSG00000168769",350.339597540481,-0.466044231078403,0.155041824902862,-3.00592586142734,0.00264773545720342,0.0159619813613355,"TET2","54790"
"ENSG00000096092",410.024729540738,0.406432661354245,0.135247283180531,3.00510776849935,0.00265486765292897,0.0159992701851618,"TMEM14A","28978"
"ENSG00000010818",1505.6679200157,-0.375962638910236,0.125132806798945,-3.00450895754547,0.00266009925766282,0.0160250828007081,"HIVEP2","3097"
"ENSG00000140285",9165.49005670034,-0.271489815722162,0.090386601314863,-3.00365111391259,0.00266761036046647,0.0160646043731869,"FGF7","2252"
"ENSG00000154978",1974.30474983824,0.370663004318934,0.123434364301076,3.00291581212204,0.00267406393431716,0.016097731514817,"VOPP1","81552"
"ENSG00000170456",453.448853560407,-0.391281377762171,0.13031066761479,-3.00268109222517,0.00267612701897302,0.0161044139482215,"DENND5B","160518"
"ENSG00000127948",871.808831550034,0.305025179729826,0.101603147403789,3.00212333499474,0.00268103529625854,0.0161264923418119,"POR","5447"
"ENSG00000197006",1811.11732064157,-0.269799298146181,0.0898717662158271,-3.00204735598784,0.00268170454967993,0.0161264923418119,"METTL9","51108"
"ENSG00000170917",103.970804733484,-0.783332675419332,0.260942819422373,-3.00193228981479,0.00268271838915497,0.0161268499964215,"NUDT6","11162"
"ENSG00000073584",2995.76275960149,-0.230534524948706,0.0768183112053585,-3.00103609844296,0.00269062666041248,0.0161686377338727,"SMARCE1","6605"
"ENSG00000130810",252.698239982093,0.699755977809535,0.233180189541093,3.00092378853744,0.00269161921864528,0.0161688523130707,"PPAN","56342"
"ENSG00000111321",3109.13272912061,0.232930526512703,0.0776301404303065,3.00051661920951,0.00269522045410457,0.016184731781613,"LTBR","4055"
"ENSG00000127951",226.982177741839,-0.760110760495739,0.253452279989204,-2.99902908953164,0.00270841446339099,0.0162524103701637,"FGL2","10875"
"ENSG00000078114",9.58308653690977,3.36054591208851,1.12074220892936,2.99850035566949,0.00271311839663335,0.0162748578865141,"NEBL","10529"
"ENSG00000188827",263.624854145182,-0.474786291780047,0.158375416496757,-2.99785346919526,0.00271888363904551,0.0163036535601814,"SLX4","84464"
"ENSG00000196344",27.0839687307622,2.85663131231188,0.953120239462934,2.99713634653434,0.00272528792763637,0.0163362594541324,"ADH7","131"
"ENSG00000089225",668.12153711831,-0.366936218042439,0.122448513554076,-2.9966571858824,0.00272957476625058,0.0163561540425895,"TBX5","6910"
"ENSG00000123989",2988.79369378108,0.315400892583761,0.105265797245049,2.99623335250612,0.00273337174991484,0.0163731002587951,"CHPF","79586"
"ENSG00000138686",634.289850295269,0.471418787705424,0.157418407340119,2.99468655331313,0.00274726999133263,0.016450520309546,"BBS7","55212"
"ENSG00000197265",544.152679617203,0.350000545857058,0.116915885739527,2.99360983875888,0.00275698252251645,0.0165028305580882,"GTF2E2","2961"
"ENSG00000214174",237.313001168833,-0.500643224094932,0.16729787006738,-2.99252598908339,0.00276679108537125,0.0165556783854828,"AMZ2P1","201283"
"ENSG00000141576",230.913170203934,1.03946539844274,0.347936342593392,2.98751602288781,0.00281254551410476,0.0168235023353424,"RNF157","114804"
"ENSG00000134779",2354.73910904842,-0.263241005579629,0.0881635407624331,-2.98582615107262,0.00282813373338911,0.0169107586082128,"TPGS2","25941"
"ENSG00000169213",3347.34764647871,0.519779479404595,0.174135655426123,2.98491126433961,0.00283660598266508,0.0169554184276882,"RAB3B","5865"
"ENSG00000100823",1676.84239428828,-0.305702243087329,0.102424483249957,-2.98465985267695,0.00283893821977273,0.0169633585706222,"APEX1","328"
"ENSG00000103248",283.817161907905,-0.488259981969789,0.163635734862026,-2.98382246629367,0.00284671892376935,0.0170038375305247,"MTHFSD","64779"
"ENSG00000166123",316.746628994253,-0.63722211684768,0.213608571307973,-2.98312990413179,0.00285316867608815,0.0170363407379991,"GPT2","84706"
"ENSG00000129911",165.925168866585,-0.659481353246035,0.221102358867107,-2.98269704866611,0.00285720658184254,0.0170544248745939,"KLF16","83855"
"ENSG00000115252",384.520242473633,0.4568589587557,0.153184516172996,2.98240951611425,0.00285989172142086,0.0170606728435878,"PDE1A","5136"
"ENSG00000130517",1199.80648606034,-0.456844279568653,0.15318168796916,-2.98236875194004,0.00286027258645308,0.0170606728435878,"PGPEP1","54858"
"ENSG00000134255",925.452795760852,-0.300004587439837,0.100613729413396,-2.98174602202843,0.00286609659361902,0.0170893790539782,"CEPT1","10390"
"ENSG00000005249",298.090915197886,0.583554326546453,0.195717065352033,2.98162209563496,0.00286725689122304,0.0170902670010183,"PRKAR2B","5577"
"ENSG00000104825",434.77487564163,0.418242960586299,0.140279576084788,2.98149575483108,0.00286844023588536,0.0170912916452718,"NFKBIB","4793"
"ENSG00000113384",2980.58023431076,0.271352071088213,0.0910627742818319,2.97983531940725,0.00288403384536319,0.0171781473101682,"GOLPH3","64083"
"ENSG00000134070",47.9480687622686,-0.993812486904771,0.333719603155229,-2.97798654172108,0.00290148724745863,0.017276015330358,"IRAK2","3656"
"ENSG00000162777",164.750742693235,-0.586231780882757,0.196869334254768,-2.97777093167855,0.002903528980944,0.017282082676996,"DENND2D","79961"
"ENSG00000220205",879.030317760951,0.462539396685676,0.155348112551198,2.97743814900381,0.00290668286249551,0.0172947630318483,"VAMP2","6844"
"ENSG00000163072",21.2556199756463,1.48367541606042,0.498346401535865,2.97719700892361,0.00290897017304237,0.0173022801774269,"NOSTRIN","115677"
"ENSG00000021355",619.179879406538,0.509716109906042,0.17124436596691,2.97654236405381,0.00291518802888611,0.0173299393270873,"SERPINB1","1992"
"ENSG00000232871",11.9753860293197,-2.29619376358159,0.77144307454689,-2.97649151226131,0.00291567152958393,0.0173299393270873,"SEC1P","653677"
"ENSG00000177192",139.055965712485,0.67311347376339,0.226163654538682,2.97622301486229,0.00291822562628023,0.0173390213195792,"PUS1","80324"
"ENSG00000034533",120.560127612542,-0.650800003122478,0.218738693747996,-2.97523950596619,0.00292759875904221,0.0173845491972473,"ASTE1","28990"
"ENSG00000108799",1332.91634452967,0.382143998733645,0.128442993304421,2.97520315357282,0.0029279457341322,0.0173845491972473,"EZH1","2145"
"ENSG00000135093",340.597063805327,-0.440356100404587,0.148023566700612,-2.9749053493302,0.00293078961932667,0.0173953224402466,"USP30","84749"
"ENSG00000069188",23.0963751202541,-2.11524082939936,0.711153849193276,-2.97437865491252,0.00293582546638195,0.0174190936555204,"SDK2","54549"
"ENSG00000186635",2813.87861919243,-0.297907890011943,0.100177464371313,-2.97380146205072,0.00294135320818452,0.0174457657114433,"ARAP1","116985"
"ENSG00000103034",176.551261469276,-0.638928308439177,0.214864503724643,-2.97363360333352,0.00294296256294855,0.0174491864521771,"NDRG4","65009"
"ENSG00000169871",2813.67772354878,0.253025254477695,0.0851282203888913,2.97228408301971,0.00295593039178904,0.01751992695912,"TRIM56","81844"
"ENSG00000168291",857.622711094159,0.304728383511815,0.102555074920903,2.97136327721315,0.00296480851420113,0.0175663864912239,"PDHB","5162"
"ENSG00000130309",1797.60453339153,0.259655497360447,0.0874161094670798,2.97033920799496,0.00297471084175226,0.0176188797069505,"COLGALT1","79709"
"ENSG00000171467",754.994146316005,-0.365349167052545,0.123009030155071,-2.97010037874428,0.00297702455735835,0.0176264053855085,"ZNF318","24149"
"ENSG00000171798",40.6046195586671,-1.18444458248862,0.398953749004323,-2.9688769323378,0.00298890275722077,0.017678151484605,"KNDC1","85442"
"ENSG00000112902",4585.87949132445,-0.341505311469016,0.115056548845448,-2.96815187745419,0.00299596256119868,0.0177137072635183,"SEMA5A","9037"
"ENSG00000072110",12728.068146274,0.424010063561952,0.142896663988942,2.96724956150665,0.00300476958766688,0.0177557528780355,"ACTN1","87"
"ENSG00000168758",787.438766423942,0.471929019630803,0.159048173303494,2.96720804664806,0.00300517535987581,0.0177557528780355,"SEMA4C","54910"
"ENSG00000174780",2127.46703339928,-0.291614546095003,0.0982922132529551,-2.96681228801443,0.00300904607217264,0.0177724084332658,"SRP72","6731"
"ENSG00000127241",7988.70849586551,-0.269003548726912,0.0907245416084084,-2.96505822964644,0.00302625642509006,0.0178678130926526,"MASP1","5648"
"ENSG00000227268",26.6008397623294,-1.44797524714776,0.488407392074593,-2.96468741186991,0.00302990626769205,0.0178831142547888,"KLLN","100144748"
"ENSG00000176046",2815.0799165361,-0.275308090102268,0.092886030597821,-2.96393427871087,0.00303733148155851,0.0179164809365882,"NUPR1","26471"
"ENSG00000155511",2863.42839775258,0.985238890553631,0.332413116298825,2.96389896260274,0.00303768007357824,0.0179164809365882,"GRIA1","2890"
"ENSG00000128016",1587.47402172186,0.339453069666406,0.114540207610835,2.96361493266837,0.00304048495337964,0.0179267671815105,"ZFP36","7538"
"ENSG00000164638",96.647945216627,-0.785414791141547,0.265039051246775,-2.9633927055159,0.00304268115929705,0.0179295344749258,"SLC29A4","222962"
"ENSG00000151208",3504.68517380199,0.288414813448688,0.0973271965421907,2.9633527286863,0.00304307639212258,0.0179295344749258,"DLG5","9231"
"ENSG00000144891",118.453710871036,1.25356143059098,0.423162336904501,2.96236531767212,0.00305285335164297,0.0179808699672579,"AGTR1","185"
"ENSG00000138382",383.531432224883,0.458413745906638,0.15490208587888,2.95937748872586,0.00308261242585087,0.0181498204780585,"METTL5","29081"
"ENSG00000059573",1419.44428017148,-0.413725747569379,0.139828546557224,-2.95880746640003,0.00308831986327269,0.0181770912746715,"ALDH18A1","5832"
"ENSG00000042088",193.139000434415,-0.517392011632285,0.174875759776295,-2.95862624010409,0.00309013643753379,0.0181814503904756,"TDP1","55775"
"ENSG00000157916",2458.86355021797,0.231754845304034,0.0783397377056998,2.95833062621005,0.00309310169999,0.0181925626614796,"RER1","11079"
"ENSG00000173456",995.901453973974,0.30831564966444,0.104234546378293,2.95790273356672,0.00309739842837038,0.0182114957002793,"RNF26","79102"
"ENSG00000110395",906.536914388805,0.320881329275697,0.108495378688515,2.95755757668658,0.00310086832182681,0.0182255557920798,"CBL","867"
"ENSG00000172216",1043.04997988229,0.476035213850259,0.160995961392295,2.95681462897268,0.00310834927095497,0.0182631731504162,"CEBPB","1051"
"ENSG00000105889",138.595626126351,0.710710981321222,0.240385410568139,2.95654790214386,0.00311103903006355,0.018272623402855,"STEAP1B","256227"
"ENSG00000013619",1090.13807301179,0.38013315664388,0.128606792425497,2.95577822504277,0.00311881260292766,0.0183119163878637,"MAMLD1","10046"
"ENSG00000115295",1793.41287053752,0.375582197035912,0.127143699911549,2.9539976994314,0.00313686344111954,0.0184051105652909,"CLIP4","79745"
"ENSG00000099992",371.610697394487,0.423173866333675,0.143273922353714,2.95360006469945,0.00314090762028977,0.018422442543442,"TBC1D10A","83874"
"ENSG00000115649",1043.59881956226,0.346167930907075,0.117232652755119,2.95282860851205,0.00314876734248105,0.0184621341267331,"CNPPD1","27013"
